model_name,pinion_radius,gear_radius,load_type,load_magnitude,odb_name
"gear_179_rP_24,2_rG_44,28_D_0,03",24.1966876876877,44.2753123123123,D,0.0306192650973429,"gear_179_rP_24,2_rG_44,28_D_0,03_res.odb"
"gear_179_rP_24,99_rG_43,48_D_0,03",24.9878278278278,43.4841721721722,D,0.0332396859372323,"gear_179_rP_24,99_rG_43,48_D_0,03_res.odb"
"gear_179_rP_25,81_rG_42,66_D_0,03",25.8133653653654,42.6586346346346,D,0.0348506799846397,"gear_179_rP_25,81_rG_42,66_D_0,03_res.odb"
"gear_179_rP_26,6_rG_41,87_D_0,04",26.6045055055055,41.8674944944945,D,0.0353057911192458,"gear_179_rP_26,6_rG_41,87_D_0,04_res.odb"
"gear_179_rP_27,43_rG_41,04_D_0,04",27.430043043043,41.041956956957,D,0.0358231999307889,"gear_179_rP_27,43_rG_41,04_D_0,04_res.odb"
"gear_179_rP_28,26_rG_40,22_D_0,04",28.2555805805806,40.2164194194194,D,0.0366589234262377,"gear_179_rP_28,26_rG_40,22_D_0,04_res.odb"
